Customer_Key,Membership_Type,Baseline_HSIC_SoW,Recent_HSIC_SoW,SoW_Change_pp,SoW_Decline_pp,Recent_Total_Net_Sales,Recent_HSIC_Net_Sales,Recent_Non_HSIC_Net_Sales,Recent_Transaction_Count,Recent_HSIC_Transaction_Rows,HSIC_Recency_Days,Primary_Leakage_Method,Primary_Leakage_Spend,Top_Category,Top_Category_Spend,Silent_Attrition_Flag,HSIC_Dormant_Flag,High_Value_Low_SoW_Flag,Recoverable_Wallet,Opportunity_Score,Opportunity_Tier,Business_Segment,Strategic_Priority,Campaign_Segment,Recommended_Strategy
HSIC-03633,Prime,49.65433971154483,0.0,-49.65433971154483,49.65433971154483,6807.99,0.0,6807.99,68.0,0.0,361.0,Cash/UPI,3903.79,Electronics,3642.2,1,1,0,6807.99,66.58036268358269,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03634,Non-Prime,100.0,0.0,-100.0,100.0,2707.99,0.0,2707.99,27.0,0.0,316.0,Debit Card,1872.46,Grocery,2113.23,1,1,0,2707.99,52.75563676480728,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03635,Non-Prime,41.35699867163777,78.9346213810751,37.577622709437335,-37.577622709437335,4380.79,3457.96,922.83,28.0,1.0,121.0,Other Bank Credit Card,922.83,Outdoor,3457.96,0,0,0,922.83,23.06833069020203,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-03636,Prime,0.0,0.0,0.0,0.0,2559.0,0.0,2559.0,12.0,0.0,999.0,MetroMart Wallet,1992.94,Apparel,1992.94,0,0,0,2559.0,34.82900089636627,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03637,Prime,0.0,12.03463061176417,12.03463061176417,-12.03463061176417,12778.29,1537.82,11240.47,40.0,1.0,179.0,MetroMart Wallet,10594.85,Large Appliances,6935.85,0,0,1,11240.47,61.8116941322485,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-03638,Non-Prime,0.0,100.0,100.0,-100.0,611.53,611.53,0.0,6.0,1.0,114.0,,,Grocery,611.53,0,0,0,0.0,13.479624905192027,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-03639,Prime,31.95306014417852,0.0,-31.95306014417852,31.95306014417852,3337.65,0.0,3337.65,24.0,0.0,322.0,MetroMart Wallet,2772.21,Apparel,2772.21,1,1,0,3337.65,50.28511342480866,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03640,Prime,100.0,0.0,-100.0,100.0,13643.2,0.0,13643.2,16.0,0.0,189.0,Cash/UPI,9999.99,Large Appliances,9999.99,1,1,1,13643.2,85.03344135696062,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-03641,Non-Prime,0.0,0.0,0.0,0.0,2404.18,0.0,2404.18,16.0,0.0,999.0,MetroMart Wallet,1671.08,Kids And Toys,1671.08,0,0,0,2404.18,33.98400330966007,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03642,Non-Prime,0.0,100.0,100.0,-100.0,970.08,970.08,0.0,8.0,1.0,124.0,,,Grocery,970.08,0,0,0,0.0,14.242225746397295,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-03643,Prime,0.0,75.71449746001375,75.71449746001375,-75.71449746001375,2968.52,2247.6,720.92,14.0,1.0,8.0,Debit Card,720.92,Outdoor,2247.6,0,0,0,720.92,18.011101151485896,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-03644,Non-Prime,36.909442255050486,25.085710981990573,-11.823731273059911,11.823731273059911,6918.6,1735.58,5183.02,56.0,1.0,117.0,MetroMart Wallet,4313.74,Grocery,3750.06,1,0,0,5183.02,53.6644142591188,High,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-03645,Non-Prime,11.966116504303525,0.0,-11.966116504303525,11.966116504303525,1615.76,0.0,1615.76,12.0,0.0,201.0,Debit Card,1615.76,Apparel,1615.76,0,1,0,1615.76,36.14079845549196,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03646,Non-Prime,5.938349352862515,7.769664653292381,1.831315300429866,-1.831315300429866,17516.2,1360.95,16155.25,84.0,1.0,75.0,Cash/UPI,11006.83,Electronics,6159.7,0,0,1,16155.25,66.5882920775012,Critical,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-03647,Prime,0.0,0.0,0.0,0.0,1991.2,0.0,1991.2,6.0,0.0,999.0,Cash/UPI,1991.2,Travel,1991.2,0,0,0,1991.2,31.60518513411018,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03648,Prime,86.63914655994007,32.83045640431841,-53.80869015562166,53.80869015562166,5976.28,1962.04,4014.24,14.0,1.0,15.0,MetroMart Wallet,4014.24,Furniture,4014.24,1,0,0,4014.24,52.28332069227056,High,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-03649,Non-Prime,68.51990180216548,0.0,-68.51990180216548,68.51990180216548,7648.71,0.0,7648.71,22.0,0.0,181.0,Debit Card,5678.21,Travel,5678.21,1,1,0,7648.71,68.15796731710681,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03650,Prime,34.34231298602071,31.678672796647785,-2.6636401893729236,2.6636401893729236,2455.69,777.93,1677.76,22.0,1.0,130.0,Cash/UPI,1677.76,Outdoor,1677.76,0,0,0,1677.76,35.02447769427015,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03651,Prime,7.302496505955118,0.0,-7.302496505955118,7.302496505955118,7977.209999999999,0.0,7977.209999999999,125.0,0.0,288.0,MetroMart Wallet,4153.04,Apparel,3389.6499999999996,0,1,0,7977.209999999999,63.85644349444942,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03652,Prime,19.79766383484709,67.53365440822134,47.73599057337425,-47.73599057337425,7013.9400000000005,4736.77,2277.17,24.0,1.0,4.0,Cash/UPI,2277.17,Electronics,4736.77,0,0,0,2277.17,30.218230710887404,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-03653,Prime,0.0,78.45640016570007,78.45640016570007,-78.45640016570007,12745.92,9999.99,2745.9300000000003,36.0,1.0,176.0,Cash/UPI,2745.9300000000003,Electronics,9999.99,0,0,0,2745.9300000000003,39.56526235951183,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-03654,Non-Prime,16.91635467030819,0.0,-16.91635467030819,16.91635467030819,12730.1,0.0,12730.1,44.0,0.0,339.0,MetroMart Wallet,11428.39,Travel,8335.67,0,1,1,12730.1,78.21037026822037,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-03655,Prime,0.0,18.48058336139008,18.48058336139008,-18.48058336139008,12177.7,2250.51,9927.19,91.0,3.0,38.0,MetroMart Wallet,7263.76,Furniture,6432.1,0,0,1,9927.19,55.865338205888435,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-03656,Prime,32.60509994556639,0.0,-32.60509994556639,32.60509994556639,12180.25,0.0,12180.25,45.0,0.0,285.0,MetroMart Wallet,11057.35,Large Appliances,9999.99,1,1,1,12180.25,78.57133006964077,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-03657,Prime,0.0,0.0,0.0,0.0,5846.0,0.0,5846.0,12.0,0.0,999.0,MetroMart Wallet,5310.98,Electronics,6278.4,0,0,0,5846.0,49.15672619458043,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03658,Non-Prime,0.0,0.0,0.0,0.0,633.95,0.0,633.95,9.0,0.0,999.0,Debit Card,633.95,Beauty,633.95,0,0,0,633.95,22.110597807350203,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03659,Non-Prime,29.190583819383832,0.0,-29.190583819383832,29.190583819383832,7026.08,0.0,7026.08,27.0,0.0,346.0,MetroMart Wallet,2843.5,Outdoor,2843.5,1,1,0,7026.08,64.92036130455769,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03660,Non-Prime,54.9327475586927,11.561392355224,-43.371355203468696,43.371355203468696,22477.31,2598.69,19878.62,80.0,1.0,44.0,MetroMart Wallet,7341.98,Travel,7341.98,1,0,1,19878.62,83.89677997655657,Critical,Active HSIC Growers,Grow,High-Value Silent Decliners,"Targeted win-back campaign using recent spend behavior, category preference, and a time-bound HSIC spend milestone."
HSIC-03661,Non-Prime,0.0,0.0,0.0,0.0,3363.15,0.0,3363.15,10.0,0.0,999.0,Cash/UPI,3363.15,Electronics,2106.73,0,0,0,3363.15,38.76853064883128,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03662,Prime,32.31055405465255,0.0,-32.31055405465255,32.31055405465255,15636.68,0.0,15636.68,42.0,0.0,297.0,MetroMart Wallet,9999.99,Large Appliances,9999.99,1,1,1,15636.68,83.60787423291731,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-03663,Prime,0.0,0.0,0.0,0.0,11485.45,0.0,11485.45,8.0,0.0,999.0,Cash/UPI,8084.28,Travel,8084.28,0,0,1,11485.45,66.13011101151487,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-03664,Non-Prime,0.0,0.0,0.0,0.0,1550.35,0.0,1550.35,30.0,0.0,999.0,Debit Card,793.59,Bill Payments,793.59,0,0,0,1550.35,28.834379093980555,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03665,Prime,0.0,0.0,0.0,0.0,4833.4400000000005,0.0,4833.4400000000005,48.0,0.0,999.0,Debit Card,2245.8,Grocery,2587.64,0,0,0,4833.4400000000005,45.222367785975315,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03666,Non-Prime,100.0,32.90373731402799,-67.09626268597201,67.09626268597201,12839.97,4224.83,8615.14,21.0,2.0,126.0,MetroMart Wallet,8615.14,Large Appliances,8615.14,1,0,0,8615.14,72.8128663035234,Critical,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-03667,Non-Prime,72.29569556112018,0.0,-72.29569556112018,72.29569556112018,13858.35,0.0,13858.35,176.0,0.0,215.0,MetroMart Wallet,11543.23,Travel,7892.76,1,1,1,13858.35,83.91470730193753,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-03668,Prime,57.142947290704114,0.0,-57.142947290704114,57.142947290704114,4767.89,0.0,4767.89,12.0,0.0,190.0,MetroMart Wallet,3912.56,Outdoor,3912.56,1,1,0,4767.89,57.11232158863684,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03669,Prime,0.0,0.0,0.0,0.0,8117.34,0.0,8117.34,36.0,0.0,999.0,MetroMart Wallet,4708.08,Travel,9659.45,0,0,0,8117.34,56.72240226160105,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03670,Prime,7.336566512664964,68.85311694237821,61.51655042971324,-61.51655042971324,1818.93,1252.39,566.54,22.0,1.0,25.0,Other Bank Credit Card,566.54,Grocery,1818.93,0,0,0,566.54,15.983589602151277,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-03671,Prime,0.0,0.0,0.0,0.0,18522.879999999997,0.0,18522.879999999997,30.0,0.0,999.0,Cash/UPI,9999.99,Travel,9999.99,0,0,1,18522.879999999997,74.75074122595325,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-03672,Prime,43.03857213395684,18.92602033501308,-24.112551798943763,24.112551798943763,6626.01,1254.04,5371.97,24.0,1.0,6.0,MetroMart Wallet,3492.4,Kids And Toys,3492.4,1,0,0,5371.97,53.621664483210374,High,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-03673,Prime,0.0,0.0,0.0,0.0,7135.0,0.0,7135.0,20.0,0.0,999.0,MetroMart Wallet,8015.2,Outdoor,5978.44,0,0,0,7135.0,53.73129697304007,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03674,Prime,0.0,94.5374989212048,94.5374989212048,-94.5374989212048,5793.5,5477.03,316.47,10.0,1.0,106.0,Cash/UPI,316.47,Furniture,5477.03,0,0,0,316.47,21.075639522857344,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-03675,Non-Prime,0.0,0.0,0.0,0.0,865.96,0.0,865.96,5.0,0.0,999.0,MetroMart Wallet,865.96,Beauty,865.96,0,0,0,865.96,23.84196373164173,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03676,Prime,0.0,0.0,0.0,0.0,6988.56,0.0,6988.56,9.0,0.0,999.0,Cash/UPI,6988.56,Furniture,6988.56,0,0,0,6988.56,53.21933393091084,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03677,Prime,0.0,13.791940823082273,13.791940823082273,-13.791940823082273,9787.6,1349.9,8437.7,45.0,1.0,157.0,MetroMart Wallet,8905.1,Travel,8004.45,0,0,0,8437.7,53.56650348203821,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03678,Prime,67.83446018719903,24.177587294327672,-43.656872892871355,43.656872892871355,2711.2299999999996,655.51,2055.72,20.0,1.0,90.0,MetroMart Wallet,2055.72,Apparel,2055.72,1,0,0,2055.72,41.82962145762945,Medium,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-03679,Non-Prime,0.0,0.0,0.0,0.0,8794.1,0.0,8794.1,6.0,0.0,999.0,Cash/UPI,9440.77,Travel,9440.77,0,0,0,8794.1,58.69682134730746,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03680,Prime,9.629172304396295,0.0,-9.629172304396295,9.629172304396295,1498.99,0.0,1498.99,9.0,0.0,205.0,Cash/UPI,1498.99,Apparel,1498.99,0,1,0,1498.99,35.08101772047163,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03681,Prime,35.73274221754305,3.365360307537239,-32.36738191000581,32.36738191000581,12262.58,412.68,11849.9,50.0,1.0,66.0,MetroMart Wallet,5515.64,Electronics,5572.07,1,0,1,11849.9,74.28083844721782,Critical,Active HSIC Growers,Grow,High-Value Silent Decliners,"Targeted win-back campaign using recent spend behavior, category preference, and a time-bound HSIC spend milestone."
HSIC-03682,Prime,100.0,85.41791942273001,-14.582080577269991,14.582080577269991,4290.54,3664.89,625.65,10.0,1.0,64.0,Cash/UPI,625.65,Travel,3664.89,1,0,0,625.65,31.679652485692618,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-03683,Non-Prime,0.0,0.0,0.0,0.0,5666.46,0.0,5666.46,5.0,0.0,999.0,MetroMart Wallet,5666.46,Furniture,5666.46,0,0,0,5666.46,48.45342342963525,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03684,Non-Prime,54.30269274788528,0.0,-54.30269274788528,54.30269274788528,11966.07,0.0,11966.07,39.0,0.0,231.0,Debit Card,4959.22,Electronics,4959.22,1,1,1,11966.07,79.56147004068123,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority personalized win-back campaign with a limited-time HSIC reactivation incentive.
HSIC-03685,Non-Prime,0.0,0.0,0.0,0.0,7621.77,0.0,7621.77,5.0,0.0,999.0,Cash/UPI,7621.77,Travel,7621.77,0,0,0,7621.77,55.216506929600776,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03686,Non-Prime,0.0,0.0,0.0,0.0,19068.11,0.0,19068.11,105.0,0.0,999.0,Cash/UPI,11596.3,Electronics,12864.45,0,0,1,19068.11,75.08791284561815,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-03687,Prime,0.0,0.0,0.0,0.0,3126.52,0.0,3126.52,12.0,0.0,999.0,MetroMart Wallet,3126.52,Apparel,3126.52,0,0,0,3126.52,37.52223677859753,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-03688,Prime,8.91905362380811,0.0,-8.91905362380811,8.91905362380811,6072.700000000001,0.0,6072.700000000001,16.0,0.0,232.0,Cash/UPI,6072.700000000001,Travel,7661.0,0,1,0,6072.700000000001,56.83479280148934,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03689,Prime,21.11552597596106,0.0,-21.11552597596106,21.11552597596106,2747.87,0.0,2747.87,36.0,0.0,219.0,Cash/UPI,2031.84,Beauty,1573.83,1,1,0,2747.87,44.46355926360063,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-03690,Non-Prime,0.0,0.0,0.0,0.0,22410.03,0.0,22410.03,32.0,0.0,999.0,MetroMart Wallet,13409.59,Furniture,17862.46,0,0,1,22410.03,76.44487347445356,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
